spread_id,spread_name,normalized_name,card_count,keywords,description,positions
99,The Two Possibilities,two possibilities,9,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion",1. My current situation 2. My prospects 3. What do my feelings tell me? 4. How shall I treat them? 5. This is the first possibility 6. What can I expect if I choose this alternative? 7. This is my second possibility 8. What can I expect if I choose this alternative?,"[{'position_num': 1, 'position_name': 'My current situation', 'position_meaning': ""The present circumstances and context you're in.""}, {'position_num': 2, 'position_name': 'My prospects', 'position_meaning': 'The opportunities or direction available.'}, {'position_num': 3, 'position_name': 'What do my feelings tell me?', 'position_meaning': 'Your emotional state or inner intuition about the matter.'}, {'position_num': 4, 'position_name': 'How shall I treat them?', 'position_meaning': 'How to process or handle your feelings and intuition.'}, {'position_num': 5, 'position_name': 'This is the first possibility', 'position_meaning': 'The first option or path you are considering.'}, {'position_num': 6, 'position_name': 'What can I expect if I choose this alternative?', 'position_meaning': 'The likely outcome of the first choice.'}, {'position_num': 7, 'position_name': 'This is the second possibility', 'position_meaning': 'The second option or path you are considering.'}, {'position_num': 8, 'position_name': 'What can I expect if I choose this alternative?', 'position_meaning': 'The likely outcome of the second choice.'}, {'position_num': 9, 'position_name': 'Sum of the Digits Card', 'position_meaning': 'The overarching theme or wisdom from the Tarot that unifies the reading.'}]"
100,The Decision,decision,7,"decision making, specific guidance, choices options, choice, judgment, conclusion, focused reading, pros cons, ending, result, fortune telling, alternatives, consequences, options, divination",1. This is my current situation 2. This is the reason the situation has come about 3. This can happen if I change something (it can get better or worse) 4. This can happen if I change nothing and leave things as they are (it can get better or worse) 5. These are my aids or warnings concerning actions or attitudes on my part 6. This is my task. It can be obstacles to advancement I have to overcome 7. The Tarot’s advice on which path to follow,"[{'position_num': 1, 'position_name': 'My current situation', 'position_meaning': 'The present circumstances you are facing.'}, {'position_num': 2, 'position_name': 'The reason the situation has come about', 'position_meaning': 'The underlying cause or past influence leading to this point.'}, {'position_num': 3, 'position_name': 'What can happen if I change something', 'position_meaning': 'The possible outcome if you take action (positive or negative).'}, {'position_num': 4, 'position_name': 'What can happen if I change nothing', 'position_meaning': 'The possible outcome if you leave things as they are (positive or negative).'}, {'position_num': 5, 'position_name': 'Aids or warnings', 'position_meaning': 'Guidance, resources, or cautionary advice regarding your actions or mindset.'}, {'position_num': 6, 'position_name': 'My task', 'position_meaning': 'The responsibility or obstacle you must address or overcome.'}, {'position_num': 7, 'position_name': 'The Tarot’s advice', 'position_meaning': 'The Tarot’s recommendation on which direction or path to take.'}]"
101,Clarifying the Problem,clarifying problem,10,"comprehensive reading, fortune telling, issue, divination, complication, difficulty, detailed analysis, challenge, in-depth guidance, complex spread, prediction, obstacle","1. Reflecting on my question/problem 2. Where am I on top of the situation? 3. Where do I need to listen to my intuition? 4. Where is ""peace at any price"" not an alternative? Where do I have to assert myself? 5. Where does tolerance help me along? 6. Where am I blind to dangers? 7. Where does my excessive caution paralyze me? 8. What kind of advice should I accept? 9. Where do I have to wait patiently? 10. What do I need to do?","[{'position_num': 1, 'position_name': 'Reflecting on my question/problem', 'position_meaning': 'The core of your issue or question.'}, {'position_num': 2, 'position_name': 'Where am I on top of the situation?', 'position_meaning': 'Your current strengths and advantages.'}, {'position_num': 3, 'position_name': 'Where do I need to listen to my intuition?', 'position_meaning': 'Areas where your inner guidance is needed.'}, {'position_num': 4, 'position_name': 'Where is “peace at any price” not an alternative? Where do I have to assert myself?', 'position_meaning': 'Situations where you must stand your ground.'}, {'position_num': 5, 'position_name': 'Where does tolerance help me along?', 'position_meaning': 'Where patience and flexibility serve you.'}, {'position_num': 6, 'position_name': 'Where am I blind to dangers?', 'position_meaning': 'Hidden risks or blind spots.'}, {'position_num': 7, 'position_name': 'Where does my excessive caution paralyze me?', 'position_meaning': 'Where fear or hesitation holds you back.'}, {'position_num': 8, 'position_name': 'What kind of advice should I accept?', 'position_meaning': 'Helpful advice or guidance from others.'}, {'position_num': 9, 'position_name': 'Where do I have to wait patiently?', 'position_meaning': 'Aspects that require patience and timing.'}, {'position_num': 10, 'position_name': 'What do I need to do?', 'position_meaning': 'The concrete action you need to take.'}]"
102,How Do I Come Across?,how do i come across?,7,"specific guidance, ending, resolution, result, fortune telling, issue, divination, complication, difficulty, challenge, focused reading, consequence, moderate spread, detailed insight, prediction",1. My situation/my problem 2. My thinking 3. My feeling 4. My actions 5. Where and how can I use my positive vibrations? 6. Where and how can I overcome my negative vibrations? 7. What will be the outcome?,"[{'position_num': 1, 'position_name': 'My situation / my problem', 'position_meaning': 'The core issue or present state.'}, {'position_num': 2, 'position_name': 'My thinking', 'position_meaning': 'Current thought patterns affecting the situation.'}, {'position_num': 3, 'position_name': 'My feeling', 'position_meaning': 'Emotional state and reactions.'}, {'position_num': 4, 'position_name': 'My actions', 'position_meaning': 'Behaviors or choices influencing your situation.'}, {'position_num': 5, 'position_name': 'Where and how can I use my positive vibrations?', 'position_meaning': 'Areas to apply your strengths and positivity.'}, {'position_num': 6, 'position_name': 'Where and how can I overcome my negative vibrations?', 'position_meaning': 'How to address weaknesses or negative patterns.'}, {'position_num': 7, 'position_name': 'What will be the outcome?', 'position_meaning': 'Likely result if current energies continue.'}]"
103,The Law of Analogy,law of analogy,7,"specific guidance, ending, result, fortune telling, issue, divination, complication, difficulty, challenge, focused reading, moderate spread, detailed insight, prediction, obstacle, conclusion",- problem solving -,"[{'position_num': 1, 'position_name': 'My theme / my problem', 'position_meaning': 'The central issue or conflict.'}, {'position_num': 2, 'position_name': 'How do I experience it?', 'position_meaning': 'Personal perception and emotional reaction.'}, {'position_num': 3, 'position_name': 'How do I see the other?', 'position_meaning': 'View of the person or situation involved.'}, {'position_num': 4, 'position_name': 'What does he or she reflect of myself?', 'position_meaning': 'Aspects of self projected onto others.'}, {'position_num': 5, 'position_name': 'What kind of critique or weakness results from this?', 'position_meaning': 'Lessons, weaknesses, or criticisms arising.'}, {'position_num': 6, 'position_name': 'What do I need to do? How can I detach myself?', 'position_meaning': 'Actions or mindset shifts for resolution.'}, {'position_num': 7, 'position_name': 'What will I gain?', 'position_meaning': 'Benefits and outcomes of addressing the issue.'}]"
104,The Law of the Spirit,law of spirit,5,"higher self, specific guidance, ending, result, fortune telling, issue, divination, complication, difficulty, detailed insight, challenge, focused reading, moderate spread, soul, spirituality",- problem solving -,"[{'position_num': 1, 'position_name': 'My problem / the theme', 'position_meaning': 'The issue you are facing.'}, {'position_num': 2, 'position_name': 'The cause of my problem in the realm of the soul', 'position_meaning': 'Deeper soul-level causes or karmic roots.'}, {'position_num': 3, 'position_name': 'My spiritual tasks', 'position_meaning': 'Inner, spiritual work required to address the issue.'}, {'position_num': 4, 'position_name': 'My material tasks', 'position_meaning': 'Practical actions and tasks in the external world.'}, {'position_num': 5, 'position_name': 'What will happen if I confront my task?', 'position_meaning': 'Likely outcome of facing and addressing the tasks.'}]"
105,Identification (Recognition),identification (recognition),5,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",- cause and effect -,"[{'position_num': 1, 'position_name': 'My theme / the overall situation or a special problem', 'position_meaning': 'The main issue or focus of the reading.'}, {'position_num': 2, 'position_name': 'What did I sow?', 'position_meaning': 'Actions, intentions, or choices made in the past.'}, {'position_num': 3, 'position_name': 'What did I reap?', 'position_meaning': 'The outcome or consequences that resulted.'}, {'position_num': 4, 'position_name': 'What did I learn from this?', 'position_meaning': 'Lessons or insights gained from the experience.'}, {'position_num': 5, 'position_name': 'How shall I go on?', 'position_meaning': 'Guidance for the future direction or next steps.'}]"
106,Identification (Recognition),identification (recognition),4,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",- openness -,"[{'position_num': 1, 'position_name': 'This is the way I am', 'position_meaning': 'Current state, self-image, how you see yourself now.'}, {'position_num': 2, 'position_name': 'This is what I would like', 'position_meaning': 'Desires, aspirations, and inner wishes.'}, {'position_num': 3, 'position_name': 'This is what I must change / What do I have to change?', 'position_meaning': 'The adjustments, habits, or perspectives that need change.'}, {'position_num': 4, 'position_name': 'These are the consequences', 'position_meaning': 'Outcome or results if you pursue this path of change.'}]"
107,The State of Affairs,state of affairs,4,"specific guidance, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, guidance, insight, clarity",1. My current situation 2. What does my past have to do with the present? Why did this situation come about at all? 3. What could the future bring that could clarify the situation? 4. How do I get out of the situation? 5. How do I protect myself in this situation?,"[{'position_num': 1, 'position_name': 'My current situation', 'position_meaning': 'The present issue or focus.'}, {'position_num': 3, 'position_name': 'What could the future bring that could clarify the situation?', 'position_meaning': 'Future developments offering understanding.'}, {'position_num': 4, 'position_name': 'How do I get out of the situation?', 'position_meaning': 'Actions to resolve or exit the situation.'}, {'position_num': 5, 'position_name': 'How do I protect myself in this situation?', 'position_meaning': 'Protective steps, boundaries, or safeguards.'}]"
108,Insight,insight,10,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion",- resolving the conflict -,"[{'position_num': 1, 'position_name': 'Where do I feel guilty?', 'position_meaning': 'Your own feelings of guilt in the conflict.'}, {'position_num': 2, 'position_name': 'What guilt, as I see it, is borne by the other person?', 'position_meaning': ""Your perception of the other's guilt or responsibility.""}, {'position_num': 3, 'position_name': 'What kind of solution would I like?', 'position_meaning': 'Your desired resolution.'}, {'position_num': 4, 'position_name': 'What kind of solution would the other person like?', 'position_meaning': 'The other party’s desired resolution.'}, {'position_num': 5, 'position_name': 'In what areas do I need to pull myself together?', 'position_meaning': 'Where you need to gather strength or discipline.'}, {'position_num': 6, 'position_name': 'Where does tolerance help? Where do I have a greater understanding of the weakness of the other person?', 'position_meaning': 'Where you can show compassion or understanding.'}, {'position_num': 7, 'position_name': 'Where do I need to be cautious? Where does danger lie?', 'position_meaning': 'Areas of risk or caution in resolving the conflict.'}, {'position_num': 8, 'position_name': 'What is the first step I can take to resolve the conflict?', 'position_meaning': 'Your first actionable step toward resolution.'}, {'position_num': 9, 'position_name': 'What will be the outcome of that step?', 'position_meaning': 'The likely result of taking that first step.'}, {'position_num': 10, 'position_name': 'What will I gain from this?', 'position_meaning': 'The overall benefit or learning from resolving the conflict.'}]"
109,The Awakening of the Inner Child,awakening of inner child,6,"specific guidance, fortune telling, issue, divination, complication, difficulty, challenge, focused reading, moderate spread, detailed insight, prediction, obstacle",1. My problem 2. How does my inner child look at it? 3. Which path — to the inner child — have I obstructed? 4. How can I open the path to my inner child? 5. How can I convert this to a resolution of the conflict? 6. What will I gain?,"[{'position_num': 1, 'position_name': 'My problem', 'position_meaning': 'The issue or challenge currently faced.'}, {'position_num': 2, 'position_name': 'How does my inner child look at it?', 'position_meaning': 'The perspective of your inner child on this issue.'}, {'position_num': 3, 'position_name': 'Which path — to the inner child — have I obstructed?', 'position_meaning': 'What blocks your connection to your inner child.'}, {'position_num': 4, 'position_name': 'How can I open the path to my inner child?', 'position_meaning': 'How to reconnect and open yourself to your inner child.'}, {'position_num': 5, 'position_name': 'How can I convert this to a resolution of the conflict?', 'position_meaning': 'The steps to transform the issue into healing.'}, {'position_num': 6, 'position_name': 'What will I gain?', 'position_meaning': 'The benefit or gift from resolving the issue.'}]"
110,Wish Fulfillment,wish fulfillment,7,"specific guidance, fortune telling, divination, wish fulfillment, intention setting, focused reading, desires, aspirations, dreams, manifestation, moderate spread, hope, detailed insight, prediction",1. My wish (Look for the card that most represents your wish.),"[{'position_num': 1, 'position_name': 'My wish', 'position_meaning': 'The card that best represents your wish.'}, {'position_num': 2, 'position_name': 'What can others do for me in regard to my wish?', 'position_meaning': 'Support or help from others.'}, {'position_num': 3, 'position_name': 'What in my surroundings prevents my wish from coming true?', 'position_meaning': 'External obstacles.'}, {'position_num': 4, 'position_name': 'What do I have to do to make my wish come true?', 'position_meaning': 'Actions required to achieve your wish.'}, {'position_num': 5, 'position_name': 'How am I unconsciously preventing the realization of my wish?', 'position_meaning': 'Inner blocks or self-sabotaging patterns.'}, {'position_num': 6, 'position_name': 'What will I gain if my wish does come true?', 'position_meaning': 'The reward or benefit of fulfillment.'}, {'position_num': 7, 'position_name': 'What will the realization of my wish cost me? What will I have to sacrifice? What do I have to expect?', 'position_meaning': 'The price or consequence of your wish coming true.'}]"
111,General Oracle,general oracle,6,"specific guidance, ending, result, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, conclusion",1. My situation 2. Its negative and positive aspects 3. What can I do? Shall I do anything? 4. What will happen if I do nothing? 5. How will the situation change if I do something? 6. What is the advice of the oracle?,"[{'position_num': 1, 'position_name': 'My situation', 'position_meaning': 'The present situation or question at hand.'}, {'position_num': 2, 'position_name': 'Its negative and positive aspects', 'position_meaning': 'The strengths and weaknesses of the current situation.'}, {'position_num': 3, 'position_name': 'What can I do? Shall I do anything?', 'position_meaning': 'Recommended actions or whether action is necessary.'}, {'position_num': 4, 'position_name': 'What will happen if I do nothing?', 'position_meaning': 'The likely outcome if no action is taken.'}, {'position_num': 5, 'position_name': 'How will the situation change if I do something?', 'position_meaning': 'The outcome if action is taken.'}, {'position_num': 6, 'position_name': 'What is the advice of the oracle?', 'position_meaning': 'Overall guidance or message from the oracle.'}]"
112,Oracle Game,oracle game,6,"specific guidance, fortune telling, issue, divination, complication, difficulty, challenge, focused reading, moderate spread, detailed insight, prediction, obstacle",1. My situation/my problem 2. This is how it arose 3. This is how I feel today 4. This will happen in the future 5. This is what the oracle warns about 6. This is what the oracle recommends,"[{'position_num': 1, 'position_name': 'My situation / my problem', 'position_meaning': 'The issue or situation you are facing.'}, {'position_num': 2, 'position_name': 'This is how it arose', 'position_meaning': 'The origin or cause of the situation.'}, {'position_num': 3, 'position_name': 'This is how I feel today', 'position_meaning': 'Your current emotions or mindset regarding the issue.'}, {'position_num': 4, 'position_name': 'This will happen in the future', 'position_meaning': 'The likely future development.'}, {'position_num': 5, 'position_name': 'This is what the oracle warns about', 'position_meaning': 'Possible dangers, obstacles, or things to be cautious about.'}, {'position_num': 6, 'position_name': 'This is what the oracle recommends', 'position_meaning': 'Guidance or advice from the oracle.'}]"
113,The Coin,coin,4,"specific guidance, fortune telling, divination, focused reading, moderate spread, detailed insight, prediction, guidance, insight, clarity",-larger acquisitions-,"[{'position_num': 1, 'position_name': 'How do I feel about the planned purchase?', 'position_meaning': 'Your emotional or intuitive response toward the planned acquisition.'}, {'position_num': 2, 'position_name': 'Do I have the financial means? / Where can I get the financial means?', 'position_meaning': 'Your current financial resources or where you might find the necessary funds.'}, {'position_num': 3, 'position_name': 'What do I have to do? / What obstacles do I have to overcome?', 'position_meaning': 'Actions required or challenges to face to make the purchase possible.'}, {'position_num': 4, 'position_name': 'Will the purchase bring the contentment I wish for?', 'position_meaning': 'The likely satisfaction or result from the acquisition.'}]"
114,The Celtic Cross,celtic cross,10,"complex, obstacles challenges, detailed analysis, comprehensive, past influences, conclusion, traditional spread, traditional, complex spread, complex situation, ending, result, fortune telling, in-depth guidance, current influences","- undertakings — like journeys and rest cures, among others -","[{'position_num': 1, 'position_name': 'How am I at the moment?', 'position_meaning': 'Your present condition before the journey or undertaking.'}, {'position_num': 2, 'position_name': 'From whom or what do I want to escape?', 'position_meaning': 'The driving force or motivation behind the journey.'}, {'position_num': 3, 'position_name': 'What will I be taking along?', 'position_meaning': 'Qualities, baggage, or tools you bring with you.'}, {'position_num': 4, 'position_name': 'What will I be leaving behind?', 'position_meaning': 'Aspects you are choosing to let go of.'}, {'position_num': 5, 'position_name': 'What will await me on my return?', 'position_meaning': 'The situation or state upon your return.'}, {'position_num': 6, 'position_name': 'Who or what will be supportive during my stay?', 'position_meaning': 'Allies, sources of support, or helpful energies.'}, {'position_num': 7, 'position_name': 'How will I be during my stay?', 'position_meaning': 'Your state of being while away.'}, {'position_num': 8, 'position_name': 'What will the surroundings be like (the people and places)?', 'position_meaning': 'External environment and interactions.'}, {'position_num': 9, 'position_name': 'What do I hope for or fear during my stay?', 'position_meaning': 'Your inner expectations or concerns.'}, {'position_num': 10, 'position_name': 'What can I achieve by my journey?', 'position_meaning': 'The potential outcome or reward.'}]"
115,The Four Elements,four elements,6,"specific guidance, wellness, prosperity, focused reading, job, finances, recovery, fortune telling, detailed insight, mental health, attraction, healing, physical wellbeing, romance, work",1. This is my overall situation 2. The place of fire This is what I encounter at work 3. The place of water This is what I encounter in love 4. The place of the air This is the state of my health 5. The place of the earth This is my financial situation 6. This is my prophecy This advice is being given to me,"[{'position_num': 1, 'position_name': 'This is my overall situation', 'position_meaning': 'Your present state and the central theme of your life right now.'}, {'position_num': 2, 'position_name': 'The place of fire', 'position_meaning': 'This is what you encounter at work — career, ambitions, professional challenges.'}, {'position_num': 3, 'position_name': 'The place of water', 'position_meaning': 'This is what you encounter in love — emotional life, relationships, romance.'}, {'position_num': 4, 'position_name': 'The place of air', 'position_meaning': 'This is the state of your health — both physical and mental well-being.'}, {'position_num': 5, 'position_name': 'The place of earth', 'position_meaning': 'This is your financial situation — stability, security, money matters.'}, {'position_num': 6, 'position_name': 'This is my prophecy', 'position_meaning': 'The guidance or advice being offered to you at this time.'}]"
116,The Star,star,7,"higher self, specific guidance, fortune telling, divination, detailed insight, focused reading, moderate spread, soul, spirituality, prediction",- how can I progress in my environment? -,"[{'position_num': 1, 'position_name': 'Where do I stand at the moment?', 'position_meaning': 'Your present situation, your current position in life.'}, {'position_num': 2, 'position_name': 'How can I reach my goal?', 'position_meaning': 'Actions, strategies, or mindset that will help you succeed.'}, {'position_num': 3, 'position_name': 'Obstacles I am putting in the way of others', 'position_meaning': 'How you may unintentionally hinder others.'}, {'position_num': 4, 'position_name': 'Help I am getting from my higher self', 'position_meaning': 'Inner guidance, intuition, or spiritual support.'}, {'position_num': 5, 'position_name': 'Help others are giving me', 'position_meaning': 'External support from people or circumstances.'}, {'position_num': 6, 'position_name': 'Obstacles I am putting in my own path', 'position_meaning': 'Self-created barriers or limiting beliefs.'}, {'position_num': 7, 'position_name': 'My highest goal at the moment', 'position_meaning': 'Your ultimate aspiration or calling right now.'}]"
117,The Star of Life,star of life,12,"comprehensive reading, fortune telling, work, divination, in-depth guidance, detailed analysis, job, complex spread, profession, prediction",1. My position in life 2. Into what time/environment/circumstances have I been born? 3. What family did I choose? 4. What kind of friends and acquaintances did I choose? 5. What are the circumstances of my life (occupation/education/environment)? 6. Whom did I choose for a life partner? 7. What crises and difficulties are in my life? 8. What high points and strengths are in my life? 9. What circumstances of life are planned for me? 10. My wishful thinking (dreams) 11. What prevents me from living the life I planned or wished for? 12. How can I achieve that life?,"[{'position_num': 1, 'position_name': 'My position in life', 'position_meaning': 'Where you currently stand in your life journey.'}, {'position_num': 2, 'position_name': 'Into what time/environment/circumstances have I been born?', 'position_meaning': 'The conditions, context, or karma you were born into.'}, {'position_num': 3, 'position_name': 'What family did I choose?', 'position_meaning': 'Your family background and its influence.'}, {'position_num': 4, 'position_name': 'What kind of friends and acquaintances did I choose?', 'position_meaning': 'Your social circle and connections.'}, {'position_num': 5, 'position_name': 'What are the circumstances of my life (occupation/education/environment)?', 'position_meaning': 'Your material, educational, and career situation.'}, {'position_num': 6, 'position_name': 'Whom did I choose for a life partner?', 'position_meaning': 'The qualities or energies related to your partner or desired partnership.'}, {'position_num': 7, 'position_name': 'What crises and difficulties are in my life?', 'position_meaning': 'Current or recurring challenges.'}, {'position_num': 8, 'position_name': 'What high points and strengths are in my life?', 'position_meaning': 'Your resources, talents, and moments of success.'}, {'position_num': 9, 'position_name': 'What circumstances of life are planned for me?', 'position_meaning': 'Your future possibilities or destiny.'}, {'position_num': 10, 'position_name': 'My wishful thinking (dreams)', 'position_meaning': 'Your hopes, dreams, and desires.'}, {'position_num': 11, 'position_name': 'What prevents me from living the life I planned or wished for?', 'position_meaning': 'Internal or external obstacles.'}, {'position_num': 12, 'position_name': 'How can I achieve that life?', 'position_meaning': 'Advice for fulfilling your life plan.'}]"
118,The Tree of Life,tree of life,10,"higher self, romance, comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, relationship, soul, attraction, spirituality, prediction",- *my world* -,"[{'position_num': 1, 'position_name': 'My belief', 'position_meaning': 'Your worldview, personal philosophy, or spiritual foundation.'}, {'position_num': 2, 'position_name': 'My father', 'position_meaning': 'The influence of your father or paternal figures.'}, {'position_num': 3, 'position_name': 'My mother', 'position_meaning': 'The influence of your mother or maternal figures.'}, {'position_num': 4, 'position_name': 'My friends', 'position_meaning': 'The role and energy of friendships in your life.'}, {'position_num': 5, 'position_name': 'My enemies', 'position_meaning': 'Those who oppose or challenge you, or inner enemies.'}, {'position_num': 6, 'position_name': 'I myself', 'position_meaning': 'How you currently see yourself and your self-identity.'}, {'position_num': 7, 'position_name': 'My lover', 'position_meaning': 'Your romantic relationship or significant other.'}, {'position_num': 8, 'position_name': 'My colleagues', 'position_meaning': 'Work, partnerships, and collaborators.'}, {'position_num': 9, 'position_name': 'My teacher', 'position_meaning': 'Mentors, life lessons, or guidance figures.'}, {'position_num': 10, 'position_name': 'My surroundings/Where do I live?', 'position_meaning': 'Your living situation or environment.'}]"
119,The Marketplace,marketplace,13,"physical wellbeing, wellness, comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, healing, prediction","1. How much of a gossip am I? 2. How much, in my opinion, do others like to gossip? 3. How much do I look to others for leadership? 4. How much, in my opinion, do others look to me for leadership? 5. How strongly do I criticize others? 6. How strongly do I think others criticize me? 7. How much do I take advantage of others? 8. How much do others take advantage of me? 9. How strong is my true interest in others? 10. How strong, as I see it, are others interested in me? 11. How can I free myself from this interplay? 12. Would I like to free myself from this interplay? 13. How can I better reach my center? How self-righteous am I?","[{'position_num': 1, 'position_name': 'How much of a gossip am I?', 'position_meaning': 'Your own tendency to engage in gossip.'}, {'position_num': 2, 'position_name': 'How much, in my opinion, do others like to gossip?', 'position_meaning': 'Your perception of gossip among others.'}, {'position_num': 3, 'position_name': 'How much do I look to others for leadership?', 'position_meaning': ""Your reliance on others' guidance.""}, {'position_num': 4, 'position_name': 'How much, in my opinion, do others look to me for leadership?', 'position_meaning': ""Your perception of others' reliance on you.""}, {'position_num': 5, 'position_name': 'How strongly do I criticize others?', 'position_meaning': 'Your critical tendencies toward others.'}, {'position_num': 6, 'position_name': 'How strongly do I think others criticize me?', 'position_meaning': 'How much you feel criticized by others.'}, {'position_num': 7, 'position_name': 'How much do I take advantage of others?', 'position_meaning': 'Your tendency to benefit at others’ expense.'}, {'position_num': 8, 'position_name': 'How much do others take advantage of me?', 'position_meaning': 'Your perception of being exploited.'}, {'position_num': 9, 'position_name': 'How strong is my true interest in others?', 'position_meaning': 'Your genuine concern for others.'}, {'position_num': 10, 'position_name': 'How strong, as I see it, are others interested in me?', 'position_meaning': 'Your perception of others’ care for you.'}, {'position_num': 11, 'position_name': 'How can I free myself from this interplay?', 'position_meaning': 'Steps to disengage from unhealthy social patterns.'}, {'position_num': 12, 'position_name': 'Would I like to free myself from this interplay?', 'position_meaning': 'Your true desire for liberation from these dynamics.'}, {'position_num': 13, 'position_name': 'How can I better reach my center? / How self-righteous am I?', 'position_meaning': 'Self-alignment and honest self-awareness.'}]"
120,Occupational Oracle,occupational oracle,8,"comprehensive reading, fortune telling, work, divination, in-depth guidance, detailed analysis, job, complex spread, profession, prediction",1. My occupation 2. This opposes me in my occupation 3. My conscious wish 4. What is the actuality here? 5. How do I feel unconsciously? 6. What will happen to me in the future from an occupational point of view? 7. What will I gain? 8. Can I realize my dreams? How will it continue?,"[{'position_num': 1, 'position_name': 'My occupation', 'position_meaning': 'The current state or nature of your work.'}, {'position_num': 2, 'position_name': 'This opposes me in my occupation', 'position_meaning': 'Obstacles or challenges you face in your job.'}, {'position_num': 3, 'position_name': 'My conscious wish', 'position_meaning': 'What you consciously desire in your work life.'}, {'position_num': 4, 'position_name': 'What is the actuality here?', 'position_meaning': 'The reality of the situation, possibly differing from your perception.'}, {'position_num': 5, 'position_name': 'How do I feel unconsciously?', 'position_meaning': 'Hidden emotions or unconscious motivations regarding your work.'}, {'position_num': 6, 'position_name': 'What will happen to me in the future from an occupational point of view?', 'position_meaning': 'Future career developments or direction.'}, {'position_num': 7, 'position_name': 'What will I gain?', 'position_meaning': 'Potential rewards, achievements, or benefits.'}, {'position_num': 8, 'position_name': 'Can I realize my dreams? / How will it continue?', 'position_meaning': 'The long-term potential and continuation of your career path.'}]"
121,The Higher Position,higher position,9,"comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, guidance, insight, clarity",- shall I run for office? - - shall I ask for a promotion? -,"[{'position_num': 1, 'position_name': 'My wish', 'position_meaning': 'What you desire from this promotion or advancement.'}, {'position_num': 2, 'position_name': 'My doubts', 'position_meaning': 'Your concerns or inner hesitations.'}, {'position_num': 3, 'position_name': 'What can I do for my subordinates?', 'position_meaning': 'Your potential leadership and support for others.'}, {'position_num': 4, 'position_name': 'How are my abilities or my prerequisites for this job?', 'position_meaning': 'Your qualifications, skills, and readiness.'}, {'position_num': 5, 'position_name': 'What do I still have to learn?', 'position_meaning': 'Skills or knowledge you still need to acquire.'}, {'position_num': 6, 'position_name': 'What kind of commitment will I have to make?', 'position_meaning': 'The responsibilities and sacrifices required.'}, {'position_num': 7, 'position_name': 'What “bitter pill” will I have to swallow if I get this position?', 'position_meaning': 'The downsides or tough aspects of the promotion.'}, {'position_num': 8, 'position_name': 'What are my successes?', 'position_meaning': 'Your accomplishments and strengths.'}, {'position_num': 10, 'position_name': 'Can I realize the highest ideals I want to achieve with the help of this position?', 'position_meaning': 'The potential to fulfill your personal vision and mission.'}]"
122,Occupational Decision,occupational decision,5,"decision making, specific guidance, choices options, choice, judgment, focused reading, job, pros cons, fortune telling, alternatives, consequences, work, options, divination, crossroads",- shall I change jobs? -,"[{'position_num': 1, 'position_name': 'My current job situation', 'position_meaning': 'Describes your present career condition.'}, {'position_num': 2, 'position_name': 'This is what I like about it / what makes me discontent', 'position_meaning': 'Both positive and negative aspects of your current job.'}, {'position_num': 3, 'position_name': 'This is why my employer is happy with me / not happy with me', 'position_meaning': 'How your employer perceives your work.'}, {'position_num': 4, 'position_name': 'This is my innermost wish', 'position_meaning': 'Your true desire regarding your career.'}, {'position_num': 9, 'position_name': 'This is what the oracle advises', 'position_meaning': 'The tarot’s final advice to guide your decision.'}]"
123,The Undertaking,undertaking,8,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion",- the collaboration -,"[{'position_num': 1, 'position_name': 'What is the project like?', 'position_meaning': 'Describes the nature and scope of the project.'}, {'position_num': 2, 'position_name': 'Does the project make sense?', 'position_meaning': 'Evaluates whether the project is logical, practical, or feasible.'}, {'position_num': 3, 'position_name': 'What is my mistake?', 'position_meaning': 'The error or misstep you might bring into the project.'}, {'position_num': 4, 'position_name': 'What kind of mistake is the other making?', 'position_meaning': 'The error or misstep the partner might bring.'}, {'position_num': 5, 'position_name': 'What positive contribution can I make?', 'position_meaning': 'Your strengths and support you bring to the project.'}, {'position_num': 6, 'position_name': 'What positive contribution can the other make?', 'position_meaning': 'The strengths and support of the other person.'}, {'position_num': 7, 'position_name': 'The outcome of the project', 'position_meaning': 'The predicted result if things continue as they are.'}, {'position_num': 8, 'position_name': 'Can both partners prevent failure?', 'position_meaning': 'Drawn last: Do both parties have the ability to avoid a negative outcome?'}]"
